MDCODIGO,MDNOME
90125070,BESILATO DE ANLODIPINO 10 MG (CPR)                                              
90151909,BESILATO DE ANLODIPINO 5 MG (CPR)                                               
90066634,"BESILATO DE ATRACURIO 25MG (10MG/ML) 2,5 ML (AMP)                               "
90066642,BESILATO DE ATRACURIO 50MG (10MG/ML) 5ML (AMP)                                  
90134435,BETADERM 1MG/ML SOL. TÓP. FR. 60 ML (GTS)                                       
94160147,BETAFERON 9.600.000UI PÓ LIOF.+DIL. 2 ML (UND)                                  
90006356,BETAGAN 5MG/ML SOL. OFT. FR. 10 ML (GTS)                                        
90125150,BETALOR 5MG+25MG (CAP)                                                          
90125169,BETALOR 5MG+50MG(CAP)                                                           
90081889,"BETAMETASONA 0,5MG (CPR)                                                        "
90081862,"BETAMETASONA 12MG (0,1MG/ML) ELIXIR. 120ML (ML)                                 "
90081897,BETAMETASONA 2MG (CPR)                                                          
90088468,BETNOVATE 1 MG/G POM. DERM. (GRA)                                               
90088417,BETNOVATE 1MG/G CREME DERM. 30 G (GRA)                                          
90088433,BETNOVATE N 1MG/G+5MG/G CREME DERM. 30 G (GRA)                                  
95389440,BETNOVATE N 1MG/G+5MG/G POM. DERM. 30 G (GRA)                                   
90088476,BETNOVATE Q 1MG/G+30MG/G CREME DERM. 30 G (GRA)                                 
90005805,"BETOPTIC 0,25% SOL. OFT. FR. 5 ML (GTS)                                         "
90005791,"BETOPTIC 0,5% SOL. OFT. FR. 5 ML (GTS)                                          "
90081900,BEZAFIBRATO 200MG (CPR)                                                         
90112415,"BIALERGE 0,8MG/ML+1MG/ML ELIXIR FR. 100 ML (ML)                                 "
90006399,"BIAMOTIL D 3,5MG/G+1MG/G POM. OFT. 3,5G (GRA)                                   "
90006402,"BIAMOTIL D 3,5MG/ML+1MG/ML SOL. OFT. FR. 5ML (GTS)                              "
90099176,BICARBONATO DE SÓDIO 10% AMP 10ML (AMP)                                         
90099150,BICARBONATO DE SÓDIO 5% FRASCO SIST. FECH. 250ML (UND)                          
90094379,"BICARBONATO DE SÓDIO 8,4% AMP 10ML (AMP)                                        "
90094387,"BICARBONATO DE SÓDIO 8,4% AMP 20ML (AMP)                                        "
94318190,BICARBONATO DE SÓDIO PÓ / (GRA)                                                 
90159551,"BICONCOR 10MG+6,25MG (CPR)                                                      "
90159560,"BICONCOR 2,5MG+6,25MG (CPR)                                                     "
90159586,"BICONCOR 5MG+6,25MG (CPR)                                                       "
94131759,BINOTAL 1000MG (CPR)                                                            
90258010,"BISOLVON 192MG (1,6MG/ML) XPE AD. 120ML (ML)                                    "
90257995,BISOLVON 2MG/ML SOL. ORAL 50ML (ML)                                             
90258002,"BISOLVON 96MG (0,8MG/ML) XPE PED. 120ML (ML)                                    "
95390308,BISUISAN PÓ ORAL 50 G (GRA)                                                     
95390340,BLAUFERON A 3.000.000UI FA PÓ LIOF. INJ.+DIL. 1ML / (UND)                       
95390359,BLAUFERON A 4.500.000UI PÓ LIOF. INJ.+DIL. 1 ML (UND)                           
95390367,BLAUFERON A 9.000.000UI PÓ LIOF. INJ.+DIL. 1ML / (UND)                          
90000145,BLOPRESS 16MG (CPR)                                                             
90000153,BLOPRESS 8MG (CPR)                                                              
90021029,BONEFOS 1500MG (60MG/ML) SOL. INJ. 25 ML (AMP)                                  
90021010,BONEFOS 300MG (60MG/ML) SOL .INJ. 5 ML (AMP)                                    
90021002,BONEFOS 400MG (CAP)                                                             
90006410,BOTOX 100UI PÓ LIÓF. INJ. (UND)                                                 
90006429,BOTOX 200 UI PÓ LIÓF. INJ. FA (UND)                                             
90045297,BREVIBLOC 10MG/ML SOL. INJ. 10 ML (UND)                                         
90045300,BREVIBLOC 2500MG (250MG/ML) SOL. INJ. 10 ML (AMP)                               
90114507,BREXIN 20 MG (CPR)                                                              
90015576,"BRICANYL 0,3 MG/ML + 13,3 MG/ML XPE. EXP. FR. 100ML (ML)                        "
90015568,"BRICANYL 0,3 MG/ML XAROPE 100ML (ML)                                            "
90015592,BRILINTA 90 MG / ASTRAZENECA (CP)                                               
90081978,"BROMAZEPAM 2,5MG/ML SOL. ORAL 20 ML (GTS)                                       "
90081994,BROMAZEPAM 3 MG (CPR)                                                           
90082010,BROMAZEPAM 6 MG (CPR)                                                           
90116291,"BROMETO DE IPRATRÓPIO 0,25MG/ML SOL INAL FR. 20 ML (GTS)                        "
90082044,"BROMIDRATO DE FENOTEROL 0,25MG/ML XPE PED. FR. 120 ML (ML)                      "
90082052,"BROMIDRATO DE FENOTEROL 0,5MG/ML XPE ADULTO FR. 120 ML (ML)                     "
90151992,BROMOPRIDA 10 MG (CAP)                                                          
90082087,BROMOPRIDA 1MG/ML SOL. ORAL FR. 120 ML (ML)                                     
90152026,BROMOPRIDA 4MG/ML SOL. ORAL FR. 20 ML (GTS)                                     
90206967,BROMOPRIDA 5MG/ML SOL. INJ. 2 ML (AMP)                                          
90173902,"BRONCHO-VAXOM 3,5 MG PÓ LIOF. (CAP)                                             "
90173910,BRONCHO-VAXOM 7 MG PÓ LIOF. (CAP)                                               
90254988,"BRONCOFENIL 13,34MG/ML XPE FR. 100 ML (ML)                                      "
90003179,BRONDILAT 5MG/ML XPE PEDIATRICO 120ML (ML)                                      
90204972,BROS 100MG (CAP)                                                                
90141369,B-TABLOCK 5MG/ML SOL. OFT. FR. 5 ML (GTS)                                       
90217713,BUCLINA 25 MG / SANOFI (CP)                                                     
90015614,BUDECORT AQUA 32MCG/DOSE SUSP. AQ. NASAL (DOSE)                                 
90015622,BUDECORT AQUA 64MCG/DOSE SUSP. AQ. NASAL (DOSE)                                 
90169425,BUFFERIN CARDIO 81MG (CPR)                                                      
90001435,BURINAX 1MG (CPR)                                                               
90032764,BUSCOPAN 10 MG (DRG)                                                            
90032756,BUSCOPAN 10MG/ML SOL. ORAL 20ML (GTS)                                           
90032772,BUSCOPAN 20MG/ML SOL. INJ.1ML / (AMP)                                           
90032780,BUSCOPAN COMPOSTO 10MG+250MG (CPR)                                              
90032799,"BUSCOPAN COMPOSTO 20MG+2,5G SOL. INJ. 5ML (AMP)                                 "
90032802,"BUSCOPAN COMPOSTO 6,7MG/ML+333,4MG/ML SOL. ORAL 20ML (GTS)                      "
90032748,BUSCOPAN PLUS 10MG+500MG (CPR)                                                  
90125452,BUSONID 100MCG/DOSE SUSP. AQ. NASAL 10ML (DOSE)                                 
90125495,BUSONID 200MCG + INAL. (CAP)                                                    
90125444,BUSONID 200MCG/DOSE AER. BUC. 5ML (DOSE)                                        
90125509,BUSONID 32MCG/DOSE SUSP. AQ. NASAL 6ML (DOSE)                                   
90125541,BUSONID 400MCG + INAL. (CAP)                                                    
90125428,BUSONID 50MCG/DOSE AEROSSOL BUCAL 5ML (DOSE)                                    
90125550,BUSONID 50MCG/DOSE SUSP. AQ. NASAL 10ML (DOSE)                                  
90125584,BUSONID 64MCG/DOSE SUSP. AQ. NASAL 6ML (DOSE)                                   
95391487,BUSPAR 10MG (CPR)                                                               
94984018,BUSPAR 5MG (CPR)                                                                
90032810,BUTAZONA 200MG (CPR)                                                            
90082141,"BUTILB. DE ESCOPOLAMINA+DIPIRONA 6,67MG/ML+333,4MG/ML FR. 20ML (GTS)            "
90061101,BUTILBROMETO DE ESCOPOLAMINA 10MG/ML FR. 20ML (GTS)                             
90207017,BUTILBROMETO DE ESCOPOLAMINA 20MG/ML SOL. INJ. 1ML (AMP)                        
90039580,BUTOVENT PULVINAL 200MCG/DOSE PO INAL. (DOSE)                                   
90030710,C PLATIN 100MG (1MG/ML) SOL. INJ. 100ML (UND)                                   
90228359,CAELYX 20MG - 2MG/ML SUSP. INJ. FA VD. X 10 ML (UND)                            
94267634,CALADRYL CREME 28G (GRA)                                                        
90194209,CALCIGENOL SUSP. ORAL FR. 300ML / SANOFI-AVENTIS (ML)                           
90000226,CALCIJEX 1MCG/ML SOL. INJ. 1 ML (AMP)                                           
90215540,CÁLCIO ZURITA 500MG (CPR)                                                       
90194217,CALCORT 30MG (CPR)                                                              
90194225,CALCORT 6MG (CPR)                                                               
90169492,CALSAN 500MG (CPR)                                                              
90213670,CALTRATE 600+M (CPR)                                                            
90213696,CALTRATE 600+VIT.D (600MG+200UI) (CPR)                                          
90205294,CAMBEM 6MG/ML SUSP. ORAL FR. 20 ML (ML)                                         
90162366,CANCIDAS 50MG PÓ LIÓF. (UND)                                                    
90162374,CANCIDAS 70MG PÓ LIÓF. (UND)                                                    
90003225,"CANDICORT 20MG/G+0,64MG/G CREME 30G (GRA)                                       "
90003233,"CANDICORT 20MG/G+0,64MG/G POM. 30G (GRA)                                        "
